organ,seq_id,target_name,target_full_name,gene_symbol,entrez_gene_id,hgnc_id,selected_models,model_count,mean_nonzero_coefficient,coefficient_direction,model_family,source_commit
Brain,19360-22,LRRT1,Leucine-rich repeat transmembrane neuronal protein 1,LRRTM1,347730,HGNC:19408,410,500,0.2633997981400588,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6904-14,LRRT2,Leucine-rich repeat transmembrane neuronal protein 2,LRRTM2,26045,HGNC:19409,495,500,-0.8174935891755689,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6572-10,LRRT4:ECD,"Leucine-rich repeat transmembrane neuronal protein 4:Isoform 2, Extracellular domain",LRRTM4,80059,HGNC:19411,129,500,-0.06459729512732244,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8646-61,LRRT4:CD,"Leucine-rich repeat transmembrane neuronal protein 4:Isoform 2, Cytoplasmic domain",LRRTM4,80059,HGNC:19411,104,500,0.10218945194729417,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,9368-64,LRTM1,Leucine-rich repeat and transmembrane domain-containing protein 1,LRTM1,57408,HGNC:25023,237,500,-0.21447818366464352,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8906-60,LRTM2,Leucine-rich repeat and transmembrane domain-containing protein 2,LRTM2,654429,HGNC:32443,295,500,-0.18891559209090117,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,9531-24,LST1,Leukocyte-specific transcript 1 protein,LST1,7940,HGNC:14189,403,500,0.3532044370684079,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3381-24,LYNB,"Tyrosine-protein kinase Lyn, isoform B",LYN,4067,HGNC:6735,9,500,0.18000278036141235,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15604-18,JNK2,Mitogen-activated protein kinase 9,MAPK9,5601,HGNC:6886,257,500,0.1636492635082175,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3000-66,MBL,Mannose-binding protein C,MBL2,4153,HGNC:6922,261,500,-0.18823896832228457,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Kidney,8032-23,MCCD1,Mitochondrial coiled-coil domain protein 1,MCCD1,401250,HGNC:20668,142,500,0.16044856726005322,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,6283-60,MCEM1,Mast cell-expressed membrane protein 1,MCEMP1,199675,HGNC:27291,5,500,-0.0527043060766635,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,16900-29,MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,MDGA1,266727,HGNC:19267,81,500,0.03593462192958361,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,11168-3,MEG10,Multiple epidermal growth factor-like domains protein 10,MEGF10,84466,HGNC:29634,342,500,-0.20429255452590572,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3209-69,MEPE,Matrix extracellular phosphoglycoprotein,MEPE,56955,HGNC:13361,101,500,-0.09011277065554718,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,4455-89,MFGM,Lactadherin,MFGE8,4240,HGNC:7036,440,500,-0.477704833048528,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3685-53,MFRP,Membrane frizzled-related protein,MFRP,83552,HGNC:18121,49,500,0.043035595434616235,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,6520-87,MGP,Matrix Gla protein,MGP,4256,HGNC:7060,169,500,0.20831198258815886,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Kidney,13498-1,MIOX,Inositol oxygenase,MIOX,55586,HGNC:14522,129,500,0.16007934031065607,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,5631-83,MOTI,Promotilin,MLN,4295,HGNC:7141,500,500,1.7641435577631106,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,9172-69,MMP-8,Neutrophil collagenase,MMP8,4317,HGNC:7175,41,500,0.15025624305364343,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,2579-17,MMP-9,Matrix metalloproteinase-9,MMP9,4318,HGNC:7176,32,500,-0.13932703713877334,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15619-49,MOG,Myelin-oligodendrocyte glycoprotein,MOG,4340,HGNC:7197,84,500,0.07978884477638613,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,2580-83,Myeloperoxidase,Myeloperoxidase,MPO,4353,HGNC:7218,98,500,-0.15186354164951285,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10615-18,MYP0,Myelin protein P0,MPZ,4359,HGNC:7225,209,500,-0.26021091680239633,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,10889-2,MRAP2,Melanocortin-2 receptor accessory protein 2,MRAP2,112609,HGNC:21232,224,500,-0.24668715472467184,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4407-10,MSP,Hepatocyte growth factor-like protein,MST1,4485,HGNC:7380,159,500,0.14714416433898966,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,7648-9,MYPC1,"Myosin-binding protein C, slow-type",MYBPC1,4604,HGNC:7549,66,500,0.18387480464785474,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Heart,19296-51,MLRA,"Myosin regulatory light chain 2, atrial isoform",MYL7,58498,HGNC:21719,416,500,-0.33314427936180446,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,16322-10,PACAP,Marginal zone B- and B1-cell-specific protein,MZB1,51237,HGNC:30125,52,500,0.13301251825595475,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,17505-125,NALDL,N-acetylated-alpha-linked acidic dipeptidase-like protein,NAALADL1,10004,HGNC:23536,238,500,-0.32891459329875233,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13529-39,NP1L2,Nucleosome assembly protein 1-like 2,NAP1L2,4674,HGNC:7638,74,500,0.09700064657546117,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12655-30,SNAB,Beta-soluble NSF attachment protein,NAPB,63908,HGNC:15751,77,500,-0.005320270030645074,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15573-110,CSPG3,Neurocan core protein,NCAN,1463,HGNC:2465,132,500,-0.20458824648651663,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,17766-5,NCF-1,Neutrophil cytosol factor 1,NCF1,653361,HGNC:7660,5,500,0.18127901745079664,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,10047-12,NCF-2,Neutrophil cytosol factor 2,NCF2,4688,HGNC:7661,108,500,0.14391749096177106,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,14614-41,CA130,Noncompact myelin-associated protein,NCMAP,400746,HGNC:29332,83,500,-0.173452032326569,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8360-169,NKp46,Natural cytotoxicity triggering receptor 1,NCR1,9437,HGNC:6731,34,500,-0.01509775154529793,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10082-251,NFL,Neurofilament light polypeptide,NEFL,4747,HGNC:7739,500,500,0.9565398201048814,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8374-5,NGF R,Tumor necrosis factor receptor superfamily member 16,NGFR,4804,HGNC:7809,352,500,-0.25864190557896105,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Heart,5443-62,ANP,Atrial natriuretic factor,NPPA,4878,HGNC:7939,1,500,-0.22050352218631727,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Heart,16751-15,BNP,Natriuretic peptides B,NPPB,4879,HGNC:7940,52,500,0.13683064634134462,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Heart,3723-1,BNP-32,Brain natriuretic peptide 32,NPPB,4879,HGNC:7940,2,500,-0.13813518924985485,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Heart,7655-11,N-terminal pro-BNP,N-terminal pro-BNP,NPPB,4879,HGNC:7940,500,500,4.253517302254245,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6390-18,NPS,Neuropeptide S,NPS,594857,HGNC:33940,268,500,0.17706488210241697,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9256-78,NPTX1,Neuronal pentraxin-1,NPTX1,4884,HGNC:7952,99,500,0.08441532852172388,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15511-37,NPTXR,Neuronal pentraxin receptor,NPTXR,23467,HGNC:7954,500,500,-1.2874476228687666,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10981-56,NRG3,"Pro-neuregulin-3, membrane-bound isoform",NRG3,10718,HGNC:7999,327,500,0.2524518285443503,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,18303-39,NEUG,Neurogranin,NRGN,4900,HGNC:8000,29,500,-0.1464193279863118,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5110-84,NRX1B,Neurexin-1-beta,NRXN1,9378,HGNC:8008,126,500,-0.07400058201551314,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8971-9,NRX1A,Neurexin-1,NRXN1,9378,HGNC:8008,94,500,-0.07465832439837401,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8876-51,NRX2B,Neurexin-2-beta,NRXN2,9379,HGNC:8009,148,500,-0.13227420114265181,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,16323-8,NRX3A,Neurexin-3,NRXN3,9369,HGNC:8010,63,500,0.35484495104050634,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5111-15,NRX3B,Neurexin-3-beta,NRXN3,9369,HGNC:8010,490,500,0.7326222609383,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10907-116,NTRI,Neurotrimin,NTM,50863,HGNC:17941,8,500,-0.17584291501902805,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8428-102,NTRI,Neurotrimin,NTM,50863,HGNC:17941,395,500,0.3795275195933797,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5703-26,NOE1,Noelin,OLFM1,10439,HGNC:17187,498,500,0.7226020870443151,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10643-16,NOE3:C-term,"Noelin-3:Isoform 2, C-term",OLFM3,118427,HGNC:17990,149,500,-0.09803603937163852,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,11143-32,NOE3:N-term,"Noelin-3:Isoform 2, N-term",OLFM3,118427,HGNC:17990,117,500,-0.021532855058712004,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,16908-5,OMGP,Oligodendrocyte-myelin glycoprotein,OMG,4974,HGNC:8135,239,500,-0.2428894198842082,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7736-28,OPALI,Opalin,OPALIN,93377,HGNC:20707,116,500,0.07591608535084125,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15622-13,OBCAM,Opioid-binding protein/cell adhesion molecule,OPCML,4978,HGNC:8143,197,500,0.299118891514268,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,14063-17,OSM,Oncostatin-M,OSM,5008,HGNC:8506,180,500,-0.13122301907703587,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8356-88,NEU1,Oxytocin-neurophysin 1,OXT,5020,HGNC:8528,433,500,-0.3535755561833054,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12676-1,PACN1,Protein kinase C and casein kinase substrate in neurons protein 1,PACSIN1,29993,HGNC:8570,115,500,0.19090125492396778,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3388-58,PAK7,Serine/threonine-protein kinase PAK 5,PAK5,57144,HGNC:15916,446,500,-0.498442737222499,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6280-11,PCDH8,Protocadherin-8,PCDH8,5100,HGNC:8660,13,500,-0.05330844938202943,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,3897-61,PLPP,Pyridoxal phosphate phosphatase,PDXP,57026,HGNC:30259,69,500,0.21094851222221084,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,19638-9,Dynorphin A (1-17),Dynorphin A (1-17),PDYN,5173,HGNC:8820,97,500,-0.1605601674554366,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Kidney,16852-10,NHRF3,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,PDZK1,5174,HGNC:8821,134,500,-0.09865489675793732,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,18833-76,PEA15,Astrocytic phosphoprotein PEA-15,PEA15,8682,HGNC:8822,182,500,0.17152647485161335,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,2697-7,PF-4,Platelet factor 4,PF4,5196,HGNC:8861,3,500,-0.04553641861087346,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,5663-18,PF4V,Platelet factor 4 variant,PF4V1,5197,HGNC:8862,46,500,0.018823796760799694,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3329-14,PGRP-S,Peptidoglycan recognition protein 1,PGLYRP1,8993,HGNC:8904,85,500,-0.07480103110235796,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,5601-2,PGRP-L,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,114770,HGNC:30013,153,500,0.153855833304598,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,9173-21,PGM1,Phosphoglucomutase-1,PGM1,5236,HGNC:8905,33,500,0.08978391055086163,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,14114-18,PIANP,PILR alpha-associated neural protein,PIANP,196500,HGNC:25338,489,500,0.6467191895094789,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9599-6,PIANP,PILR alpha-associated neural protein,PIANP,196500,HGNC:25338,306,500,0.4196430412366504,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,10816-150,PILRA isoform FDF03-M14,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14,PILRA,29992,HGNC:20396,293,500,0.21082681274036516,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,6402-8,PILRA isoform FDF03-deltaTM,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-deltaTM,PILRA,29992,HGNC:20396,130,500,0.14913443054266437,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8825-4,PILRA,Paired immunoglobulin-like type 2 receptor alpha,PILRA,29992,HGNC:20396,93,500,0.08649719532650961,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12697-30,PI42A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,PIP4K2A,5305,HGNC:8997,178,500,0.34419853364448266,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,4910-21,GIB,Phospholipase A2,PLA2G1B,5319,HGNC:9030,416,500,-0.37190726683039255,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,8850-5,PA2GC,Putative inactive group IIC secretory phospholipase A2,PLA2G2C,,HGNC:9032,166,500,-0.2972056352238058,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,6315-58,PLBL1,Phospholipase B-like 1,PLBD1,79887,HGNC:26215,497,500,0.6999537436622028,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,7875-86,PLEK,Pleckstrin,PLEK,5341,HGNC:9070,47,500,0.17933895212938905,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10939-16,PKHA4,Pleckstrin homology domain-containing family A member 4,PLEKHA4,57664,HGNC:14339,248,500,-0.1649614012366407,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3710-49,Angiostatin,Angiostatin,PLG,5340,HGNC:9071,473,500,-0.5543357173857122,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4150-75,Plasmin,Plasmin,PLG,5340,HGNC:9071,33,500,-0.0871654360956121,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4151-6,Plasminogen,Plasminogen,PLG,5340,HGNC:9071,472,500,-0.4873709685466734,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,12737-12,PLSI,Plastin-1,PLS1,5357,HGNC:9090,127,500,0.09594181598482031,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15422-12,MYP2,Myelin P2 protein,PMP2,5375,HGNC:9117,261,500,0.21940823165834092,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,15613-16,LIPP,Pancreatic triacylglycerol lipase,PNLIP,5406,HGNC:9155,215,500,-0.28012435343143455,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,6627-25,LIPR1,Inactive pancreatic lipase-related protein 1,PNLIPRP1,5407,HGNC:9156,46,500,0.1471773379556774,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,15471-29,LIPR2,Pancreatic lipase-related protein 2,PNLIPRP2,5408,HGNC:9157,248,500,-0.21792254680206755,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4261-55,paraoxonase 1,Serum paraoxonase/arylesterase 1,PON1,5444,HGNC:9204,82,500,-0.09820802617506719,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,16765-52,PBP,Platelet basic protein,PPBP,5473,HGNC:9240,35,500,-0.12716160517000252,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,17165-1,BTG,Beta-thromboglobulin,PPBP,5473,HGNC:9240,4,500,-0.07784866359077783,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,2790-54,NAP-2,Neutrophil-activating peptide 2,PPBP,5473,HGNC:9240,1,500,0.029996875113933317,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,4544-4,CTAP-III,Connective tissue-activating peptide III,PPBP,5473,HGNC:9240,1,500,-0.026563574017131646,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15545-13,Calcineurin B a,Calcineurin subunit B type 1,PPP3R1,5534,HGNC:9317,464,500,0.5520326853377113,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,4588-1,PH,Pancreatic hormone,PPY,5539,HGNC:9327,500,500,1.3914821179182546,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,7258-5,EMBP,Bone marrow proteoglycan,PRG2,5553,HGNC:9362,41,500,0.07114333950172383,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,9015-1,PRG3,Proteoglycan 3,PRG3,10394,HGNC:9363,54,500,-0.06609328030273724,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12479-50,KAP1,cAMP-dependent protein kinase type I-beta regulatory subunit,PRKAR1B,5575,HGNC:9390,317,500,-0.255538843376024,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5476-66,PKC-G,Protein kinase C gamma type,PRKCG,5582,HGNC:9402,400,500,-0.2949962556001563,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6543-182,PRRP,Prolactin-releasing peptide,PRLH,51052,HGNC:17945,93,500,-0.10326610662001463,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,2961-1,Protein C,Vitamin K-dependent protein C,PROC,5624,HGNC:9451,469,500,-0.5484670010610034,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3758-68,Activated Protein C,Activated Protein C,PROC,5624,HGNC:9451,82,500,0.0917858613763975,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,10754-113,Prokineticin-2,Prokineticin-2,PROK2,60675,HGNC:18455,500,500,-0.9351494731083999,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8306-54,TMG1:CD,Transmembrane gamma-carboxyglutamic acid protein 1:Cytoplasmic domain,PRRG1,5638,HGNC:9469,173,500,-0.1577149987295821,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9008-6,"TMG1:Pro-form, ECD","Transmembrane gamma-carboxyglutamic acid protein 1:Pro-form, Extracellular domain",PRRG1,5638,HGNC:9469,117,500,0.0723566271406279,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,3049-61,Trypsin,Trypsin-1,PRSS1,5644,HGNC:9475,56,500,-0.27036548615721856,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,5034-79,Trypsin 2,Trypsin-2,PRSS2,5645,HGNC:9483,500,500,2.0948803793156143,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,18864-7,TRY3,Trypsin-3,PRSS3,5646,HGNC:9486,46,500,0.09229883821320826,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8351-17,PRS57,Serine protease 57,PRSS57,400668,HGNC:31397,167,500,-0.17860798268259218,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,13720-95,Proteinase-3,Myeloblastin,PRTN3,5657,HGNC:9495,48,500,0.11164696848392884,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9118-7,PSD2,PH and SEC7 domain-containing protein 2,PSD2,84249,HGNC:19092,469,500,-0.392014415428953,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,19168-71,PPIP1,Proline-serine-threonine phosphatase-interacting protein 1,PSTPIP1,9051,HGNC:9580,118,500,0.14460025704640225,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Kidney,13470-43,PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor,PTH1R,5745,HGNC:9608,178,500,-0.21004126799181305,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6361-49,PTPRR,Receptor-type tyrosine-protein phosphatase R,PTPRR,5801,HGNC:9680,154,500,-0.15233339396360143,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Heart,11324-3,PXDNL,Peroxidasin-like protein,PXDNL,137902,HGNC:26359,39,500,-0.14493649498330094,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,11441-11,PYGL,"Glycogen phosphorylase, liver form",PYGL,5836,HGNC:9725,130,500,-0.1904849737116303,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,3727-35,PYY,Peptide YY,PYY,5697,HGNC:9748,500,500,1.231712872990484,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,6580-29,Pregnancy zone protein,Pregnancy zone protein,PZP,,HGNC:9750,490,500,0.5520981280802898,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,11257-1,DHPR,Dihydropteridine reductase,QDPR,5860,HGNC:9752,130,500,-0.24985182103181536,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,14271-23,RAB6B,Ras-related protein Rab-6B,RAB6B,51560,HGNC:14902,159,500,-0.2687402678306826,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
