organ,seq_id,target_name,target_full_name,gene_symbol,entrez_gene_id,hgnc_id,selected_models,model_count,mean_nonzero_coefficient,coefficient_direction,model_family,source_commit
Immune,18950-13,RAC2,Ras-related C3 botulinum toxin substrate 2,RAC2,5880,HGNC:9802,460,500,-0.6012456517918252,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,10058-1,RD23A,UV excision repair protein RAD23 homolog A,RAD23A,5886,HGNC:9812,491,500,-0.6155680355863432,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9059-14,RPGF5,Rap guanine nucleotide exchange factor 5,RAPGEF5,9771,HGNC:16862,102,500,-0.15380367983989793,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,15633-6,RBP,Retinol-binding protein 4,RBP4,5950,HGNC:9922,500,500,1.6889641848829502,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,12881-17,RDH16,Retinol dehydrogenase 16,RDH16,8608,HGNC:29674,76,500,0.053146910838404185,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,13095-51,PSP,Lithostathine-1-alpha,REG1A,5967,HGNC:9951,425,500,0.825336638428643,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,16770-3,REG1B,Lithostathine-1-beta,REG1B,5968,HGNC:9952,395,500,0.6399942119353154,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,15476-6,REG3G,Regenerating islet-derived protein 3-gamma,REG3G,130120,HGNC:29595,101,500,-0.1381064015656476,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,11102-22,REG4,Regenerating islet-derived protein 4,REG4,83998,HGNC:22977,483,500,0.7677614312911779,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Kidney,3396-54,Renin,Renin,REN,5972,HGNC:9958,500,500,1.9571643328776587,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3046-31,resistin,Resistin,RETN,56729,HGNC:20389,228,500,0.2023787351407909,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,13982-33,RGS18,Regulator of G-protein signaling 18,RGS18,64407,HGNC:14261,248,500,-0.21402538141713198,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,12713-365,RGS19,Regulator of G-protein signaling 19,RGS19,10287,HGNC:13735,265,500,-0.2913947741880574,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,17855-28,RGS4,Regulator of G-protein signaling 4,RGS4,5999,HGNC:10000,59,500,-0.028169622665419992,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12538-19,RGS7,Regulator of G-protein signaling 7,RGS7,6000,HGNC:10003,353,500,-0.19599988714691027,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,11666-72,RGS8,Regulator of G-protein signaling 8,RGS8,85397,HGNC:16810,21,500,0.17984621022049646,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,12540-25,RHOG,Rho-related GTP-binding protein RhoG,RHOG,391,HGNC:672,121,500,-0.13647557226917392,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8394-56,RNase 2,Non-secretory ribonuclease,RNASE2,6036,HGNC:10045,69,500,0.04605003599871387,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,15576-158,ECP,Eosinophil cationic protein,RNASE3,6037,HGNC:10046,9,500,-0.04181603398463941,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Lung,9032-30,ROS1,Proto-oncogene tyrosine-protein kinase ROS,ROS1,6098,HGNC:10261,111,500,-0.18870638279053534,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5105-2,Nogo Receptor,Reticulon-4 receptor,RTN4R,65078,HGNC:18601,460,500,0.41991620227949056,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,5852-6,S100A12,Protein S100-A12,S100A12,6283,HGNC:10489,16,500,0.1250420343156214,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,18928-10,S100Z,Protein S100-Z,S100Z,170591,HGNC:30367,125,500,-0.10549068212328822,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,15515-2,SAA,Serum amyloid A-1 protein,SAA1,6288,HGNC:10513,217,500,0.19914805994409637,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,18832-65,SAA2,Serum amyloid A-2 protein,SAA2,6289,HGNC:10514,38,500,-0.1153253970093697,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,15516-12,SAA-4,Serum amyloid A-4 protein,SAA4,6291,HGNC:10516,26,500,0.00622913118843505,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8353-15,SCN2B,Sodium channel subunit beta-2,SCN2B,6327,HGNC:10589,261,500,-0.17921056178404413,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,4831-4,sL-Selectin,L-Selectin,SELL,6402,HGNC:10720,499,500,-0.8458903699430627,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,11266-8,SELPL:ECD,P-selectin glycoprotein ligand 1:Extracellular domain,SELPLG,6404,HGNC:10722,443,500,-0.4355396335017895,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,18316-75,SEPT3,Neuronal-specific septin-3,SEPTIN3,55964,HGNC:10750,288,500,0.21110191852465304,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3580-25,a1-Antitrypsin,Alpha-1-antitrypsin,SERPINA1,5265,HGNC:8941,474,500,0.41092355804989716,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,13119-26,protein Z inhibitor,Protein Z-dependent protease inhibitor,SERPINA10,51156,HGNC:15996,118,500,-0.13954548531158478,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,9002-36,SPA11,Serpin A11,SERPINA11,256394,HGNC:19193,349,500,0.28599854798776486,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,4785-30,CBG,Corticosteroid-binding globulin,SERPINA6,866,HGNC:1540,188,500,-0.14851651788595494,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,2706-69,Thyroxine-Binding Globulin,Thyroxine-binding globulin,SERPINA7,6906,HGNC:11583,348,500,-0.2594450010259891,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3344-60,Antithrombin III,Antithrombin-III,SERPINC1,462,HGNC:775,398,500,-0.37863792212003683,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3316-58,Heparin cofactor II,Heparin cofactor 2,SERPIND1,3053,HGNC:4838,33,500,0.09174463129821334,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,3024-18,a2-Antiplasmin,Alpha-2-antiplasmin,SERPINF2,5345,HGNC:9075,500,500,-3.3951939926840384,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,7117-21,SPI2,Serpin I2,SERPINI2,5276,HGNC:8945,363,500,0.2744355799129093,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,19563-3,SEZ6L,Seizure 6-like protein,SEZ6L,23544,HGNC:10763,296,500,-0.47867202000656467,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Lung,10580-14,SFTA2,Surfactant-associated protein 2,SFTA2,389376,HGNC:18386,82,500,-0.12243617190196436,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Lung,10672-75,SP-B,Pulmonary surfactant-associated protein B,SFTPB,6439,HGNC:10801,500,500,1.367144385429641,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Lung,19590-46,SP-D,Pulmonary surfactant-associated protein D,SFTPD,6441,HGNC:10803,500,500,1.6448552708044644,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12499-108,SH3G2,Endophilin-A1,SH3GL2,6456,HGNC:10831,31,500,0.2389627122037856,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13240-170,SHAN1,SH3 and multiple ankyrin repeat domains protein 1,SHANK1,50944,HGNC:15474,212,500,0.13803046326087143,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,10037-98,SIG12:Ig-like V-type 2,"Sialic acid-binding Ig-like lectin 12:Ig-like V-type 2 domain, Isoform long",SIGLEC12,89858,HGNC:15482,97,500,-0.05702944343177066,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8352-26,SIG12:Ig-like C2-type 2,"Sialic acid-binding Ig-like lectin 12:Ig-like C2-type 2 domain, Isoform short",SIGLEC12,89858,HGNC:15482,420,500,-0.45646554198641665,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8248-222,SIG14,Sialic acid-binding Ig-like lectin 14,SIGLEC14,100049587,HGNC:32926,17,500,0.05145143570129664,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,16792-4,Siglec-5,Sialic acid-binding Ig-like lectin 5,SIGLEC5,8778,HGNC:10874,123,500,0.12740699697854352,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,9275-2,Siglec-5,Sialic acid-binding Ig-like lectin 5,SIGLEC5,8778,HGNC:10874,8,500,0.0011716197871621667,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,2742-68,Siglec-7,Sialic acid-binding Ig-like lectin 7,SIGLEC7,27036,HGNC:10876,70,500,0.10677446723955229,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3007-7,Siglec-9,Sialic acid-binding Ig-like lectin 9,SIGLEC9,27180,HGNC:10878,89,500,-0.08064124849540825,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,6247-9,SIRB1,Signal-regulatory protein beta-1,SIRPB1,10326,HGNC:15928,52,500,0.0692808651443105,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,5669-26,SIRB2,Signal-regulatory protein beta-2,SIRPB2,284759,HGNC:16247,19,500,-0.07318450557578422,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13452-113,SIM13,Small integral membrane protein 13,SMIM13,221710,HGNC:27356,245,500,0.1815644853210327,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13105-7,SNP25,Synaptosomal-associated protein 25,SNAP25,6616,HGNC:11132,68,500,0.07050660073880796,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,17343-6,SNPH,Syntaphilin,SNPH,9751,HGNC:15931,181,500,0.11578503882859549,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,5008-51,Mn SOD,"Superoxide dismutase [Mn], mitochondrial",SOD2,6648,HGNC:11180,500,500,-1.1316815397205877,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,13101-60,SOST,Sclerostin,SOST,50964,HGNC:13771,500,500,1.2640886570744687,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Pancreas,8243-55,TATI,Serine protease inhibitor Kazal-type 1,SPINK1,6690,HGNC:11244,450,500,0.37110254953097,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,19213-1,ISK4,Serine protease inhibitor Kazal-type 4,SPINK4,27290,HGNC:16646,169,500,0.25501718634287984,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5490-53,Testican-1,Testican-1,SPOCK1,6695,HGNC:11251,36,500,-0.07115032604771578,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9906-21,TICN3,Testican-3,SPOCK3,50859,HGNC:13565,111,500,0.09833959948665215,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,19251-56,Platelet proteoglycan,Serglycin,SRGN,5552,HGNC:9361,133,500,-0.13528688421950796,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,10900-272,STMN2,Stathmin-2,STMN2,11075,HGNC:10577,432,500,0.5771971909264433,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6267-51,STMN4,Stathmin-4,STMN4,81551,HGNC:16078,73,500,0.1837380910642345,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6966-144,STX1B,Syntaxin-1B,STX1B,112755,HGNC:18539,174,500,0.14562698261297705,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8357-43,ST4A1,Sulfotransferase 4A1,SULT4A1,25830,HGNC:14903,99,500,-0.14622355937312173,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12880-1,SV2A,Synaptic vesicle glycoprotein 2A,SV2A,9900,HGNC:20566,46,500,-0.019065559933124174,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13375-48,SNG3,Synaptogyrin-3,SYNGR3,9143,HGNC:11501,264,500,-0.2497925407471298,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9577-26,SYT2,Synaptotagmin-2,SYT2,127833,HGNC:11510,141,500,0.11921223099545733,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,17355-56,SYT4,Synaptotagmin-4,SYT4,6860,HGNC:11512,283,500,-0.24421562145735565,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8066-38,SYT9,Synaptotagmin-9,SYT9,143425,HGNC:19265,434,500,0.3261338534170837,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,17775-8,TAGL3,Transgelin-3,TAGLN3,29114,HGNC:29868,162,500,-0.16112236296071755,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8098-37,THAS,Thromboxane-A synthase,TBXAS1,6916,HGNC:11609,54,500,0.08004202856653173,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,9880-33,T23O,"Tryptophan 2,3-dioxygenase",TDO2,6999,HGNC:11708,67,500,-0.14531119838884285,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,11537-12,TFR2,Transferrin receptor protein 2,TFR2,7036,HGNC:11762,47,500,-0.026124387830880006,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,14111-15,TSP2,Thrombospondin-2,THBS2,7058,HGNC:11786,98,500,-0.13976188713604842,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,3339-33,TSP2,Thrombospondin-2,THBS2,7058,HGNC:11786,289,500,0.2801235944023636,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,14035-13,TIAM1,T-lymphoma invasion and metastasis-inducing protein 1,TIAM1,7074,HGNC:11805,96,500,0.05743123627052787,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,11149-3,TLR1:CD,Toll-like receptor 1:Cytoplasmic domain,TLR1,7096,HGNC:11847,368,500,-0.28479895237635555,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,16324-38,TLR1:ECD,Toll-like receptor 1:Extracellular domain,TLR1,7096,HGNC:11847,195,500,0.11251593793359718,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,15641-20,TEFF1,Tomoregulin-1,TMEFF1,100526694,HGNC:11866,284,500,-0.18750610773096973,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8890-9,T132B,Transmembrane protein 132B,TMEM132B,114795,HGNC:29397,450,500,-0.6329008006127813,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13416-8,T132D,Transmembrane protein 132D,TMEM132D,121256,HGNC:29411,237,500,0.2499894216334097,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Kidney,9778-45,TM52B,Transmembrane protein 52B,TMEM52B,120939,HGNC:26438,138,500,0.16973334280846475,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,12853-112,TMOD2,Tropomodulin-2,TMOD2,29767,HGNC:11872,125,500,0.12770678868069046,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,3189-61,Enterokinase,Enteropeptidase,TMPRSS15,5651,HGNC:9490,128,500,0.21861615965177142,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,8002-27,Spinesin,Transmembrane protease serine 5,TMPRSS5,80975,HGNC:14908,319,500,-0.2076591231533476,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,11239-49,TMPS6,Transmembrane protease serine 6,TMPRSS6,164656,HGNC:16517,20,500,0.01839511511051704,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,8304-50,OPG,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,4982,HGNC:11909,500,500,4.209795790330803,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,3152-57,TNF sR-II,Tumor necrosis factor receptor superfamily member 1B,TNFRSF1B,7133,HGNC:11917,8,500,0.03460839102420249,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,8368-102,TNF sR-II,Tumor necrosis factor receptor superfamily member 1B,TNFRSF1B,7133,HGNC:11917,495,500,0.6309188165700432,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Adipose,6578-29,TNMD,Tenomodulin,TNMD,64102,HGNC:17757,47,500,0.16650099824393025,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,5440-26,"Troponin I, skeletal, fast twitch","Troponin I, fast skeletal muscle",TNNI2,7136,HGNC:11946,378,500,0.3324340306192907,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Heart,5315-22,Troponin T,"Troponin T, cardiac muscle",TNNT2,7139,HGNC:11949,500,500,1.5951447485510435,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,16807-35,TNNT3,"Troponin T, fast skeletal muscle",TNNT3,7140,HGNC:11950,66,500,-0.15445755726932164,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,11302-237,TENR,Tenascin-R,TNR,7143,HGNC:11953,472,500,-0.35437146696401073,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,9266-1,sTREM-1,Triggering receptor expressed on myeloid cells 1,TREM1,54210,HGNC:17760,500,500,3.792512661680501,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,11147-17,TRML1:ITIM,Trem-like transcript 1 protein:immunoreceptor tyrosine-based inhibition motif,TREML1,340205,HGNC:20434,96,500,0.08214445806057216,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,9329-28,TRML1:ECD,"Trem-like transcript 1 protein:Extracellular domain, Ig-like V-type domain",TREML1,340205,HGNC:20434,216,500,-0.16120931931797547,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,5736-1,TRML2,Trem-like transcript 2 protein,TREML2,79865,HGNC:21092,25,500,-0.004823834653269129,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,5659-11,TRH,Pro-Thyrotropin-releasing hormone,TRH,7200,HGNC:12298,69,500,0.040455044264383615,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6527-1,TRIL:ECD,TLR4 interactor with leucine rich repeats:Extracellular domain,TRIL,9865,HGNC:22200,44,500,0.04651155396137486,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,9386-42,TTC9B,Tetratricopeptide repeat protein 9B,TTC9B,148014,HGNC:26395,209,500,-0.17498637345899126,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Muscle,11352-42,TITIN,Titin,TTN,7273,HGNC:12403,28,500,0.12342962079031751,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,17702-53,UGT 1A1,UDP-glucuronosyltransferase 1-1,UGT1A1,54658,HGNC:12530,46,500,-0.048583507581331495,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Kidney,9451-20,Uromodulin,Uromodulin,UMOD,7369,HGNC:12559,500,500,0.7771057494149379,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,5275-28,VAV,Proto-oncogene vav,VAV1,7409,HGNC:12657,80,500,-0.16062410285181788,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Artery,9561-21,CSPG2,Versican core protein,VCAN,1462,HGNC:2464,2,500,-0.04181301249825814,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,15480-2,VNN2,Vascular non-inflammatory molecule 2,VNN2,8875,HGNC:12706,107,500,0.138989923299735,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,11531-24,GI24:CD,V-type immunoglobulin domain-containing suppressor of T-cell activation:Cytoplasmic domain,VSIR,64115,HGNC:30085,176,500,-0.2525712915793753,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,14123-34,GI24:ECD,V-type immunoglobulin domain-containing suppressor of T-cell activation:Extracellular domain,VSIR,64115,HGNC:30085,83,500,-0.16115414454840238,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,13522-20,VISL1,Visinin-like protein 1,VSNL1,7447,HGNC:12722,92,500,0.001043242581210263,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Liver,13125-45,Vitronectin,Vitronectin,VTN,7448,HGNC:12724,180,500,-0.14016758925265654,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,7995-16,VWC2L,von Willebrand factor C domain-containing protein 2-like,VWC2L,402117,HGNC:37203,91,500,-0.009756489270301975,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,6274-15,WSCD2,WSC domain-containing protein 2,WSCD2,9671,HGNC:29117,223,500,0.29558612565699693,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Immune,15617-8,lymphotactin beta,Cytokine SCM-1 beta,XCL2,6846,HGNC:10646,261,500,-0.2405705168148342,Negative,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Intestine,8219-14,ZG16,Zymogen granule membrane protein 16,ZG16,653808,HGNC:30961,104,500,0.135653864119105,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
Brain,14616-16,ZN382,Zinc finger protein 382,ZNF382,84911,HGNC:17409,332,500,0.2294807821181577,Positive,Zprot_stableassayps_perf95,59303fd0dccc191be1ff34bf0bbf5efd8b90387a
